player,position,nfl_team,projected_points,pass_yd,pass_td,interception,rush_yd,rush_td,reception,rec_yd,rec_td,fumble_lost,two_pt
Isaiah Bond,WR,CLE,45.7,0.0,0.0,0.0,29.0,0.0,18.0,338.0,0.0,0.0,0.0
Jackson Hawes,TE,BUF,44.7,0.0,0.0,0.0,0.0,0.0,16.0,187.0,3.0,0.0,0.0
Kyle Williams,WR,NE,44.2,0.0,0.0,0.0,3.0,0.0,10.0,209.0,3.0,0.0,0.0
Tim Patrick,WR,JAX,44.2,0.0,0.0,0.0,0.0,0.0,15.0,187.0,3.0,0.0,0.0
Christian Kirk,WR,HOU,43.9,0.0,0.0,0.0,0.0,0.0,28.0,239.0,1.0,0.0,0.0
Elijah Higgins,TE,ARI,43.1,0.0,0.0,0.0,0.0,0.0,30.0,301.0,0.0,1.0,0.0
Tyreek Hill,WR,MIA,43.0,0.0,0.0,0.0,0.0,0.0,21.0,265.0,1.0,0.0,0.0
Jameis Winston,QB,NYG,42.78,567.0,2.0,2.0,23.0,1.0,1.0,33.0,1.0,1.0,0.0
Audric Estimé,RB,NO,42.1,0.0,0.0,0.0,198.0,1.0,12.0,103.0,0.0,0.0,0.0
Josh Palmer,WR,BUF,41.3,0.0,0.0,0.0,0.0,0.0,22.0,303.0,0.0,0.0,0.0
Jahan Dotson,WR,PHI,41.2,0.0,0.0,0.0,0.0,0.0,18.0,262.0,1.0,0.0,0.0
Tyler Huntley,QB,BAL,40.14,426.0,2.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
David Sills,WR,ATL,40.1,0.0,0.0,0.0,0.0,0.0,18.0,191.0,2.0,0.0,0.0
Brandin Cooks,WR,BUF,39.9,0.0,0.0,0.0,0.0,0.0,24.0,279.0,0.0,0.0,0.0
Dyami Brown,WR,JAX,39.7,0.0,0.0,0.0,30.0,0.0,20.0,227.0,1.0,1.0,0.0
Malik Davis,RB,DAL,39.6,0.0,0.0,0.0,250.0,2.0,2.0,16.0,0.0,0.0,0.0
Ja'Tavion Sanders,TE,CAR,39.5,0.0,0.0,0.0,0.0,0.0,29.0,190.0,1.0,0.0,0.0
Xavier Smith,WR,LA,39.3,0.0,0.0,0.0,0.0,0.0,18.0,303.0,0.0,0.0,0.0
Jayden Reed,WR,GB,39.0,0.0,0.0,0.0,28.0,0.0,19.0,207.0,1.0,0.0,0.0
Calvin Ridley,WR,TEN,38.8,0.0,0.0,0.0,0.0,0.0,17.0,303.0,0.0,0.0,0.0
Mitchell Evans,TE,CAR,38.7,0.0,0.0,0.0,1.0,0.0,19.0,171.0,2.0,0.0,0.0
Tanner Hudson,TE,CIN,38.3,0.0,0.0,0.0,0.0,0.0,19.0,168.0,2.0,0.0,0.0
Tyrell Shavers,WR,BUF,38.0,0.0,0.0,0.0,0.0,0.0,15.0,245.0,1.0,0.0,0.0
Jalen Tolbert,WR,DAL,37.3,0.0,0.0,0.0,0.0,0.0,18.0,203.0,1.0,0.0,1.0
Luke Musgrave,TE,GB,37.2,0.0,0.0,0.0,0.0,0.0,24.0,252.0,0.0,0.0,0.0
Taysom Hill,TE,NO,36.28,57.0,1.0,0.0,114.0,1.0,11.0,91.0,0.0,1.0,0.0
Adam Trautman,TE,DEN,35.5,0.0,0.0,0.0,0.0,0.0,20.0,195.0,1.0,0.0,0.0
Jeremy Ruckert,TE,NYJ,35.4,0.0,0.0,0.0,0.0,0.0,23.0,179.0,1.0,0.0,0.0
Devontez Walker,WR,BAL,34.6,0.0,0.0,0.0,0.0,0.0,6.0,136.0,3.0,0.0,0.0
Isaiah Williams,WR,NYJ,33.7,0.0,0.0,0.0,34.0,0.0,26.0,193.0,0.0,1.0,0.0
Chris Moore,WR,WAS,33.1,0.0,0.0,0.0,9.0,0.0,11.0,207.0,1.0,0.0,0.0
Quinn Ewers,QB,MIA,32.68,622.0,3.0,3.0,19.0,0.0,1.0,-6.0,0.0,0.0,0.0
Roman Wilson,WR,PIT,32.6,0.0,0.0,0.0,0.0,0.0,12.0,166.0,2.0,1.0,0.0
Jack Bech,WR,LV,32.4,0.0,0.0,0.0,0.0,0.0,20.0,224.0,0.0,0.0,0.0
Zavier Scott,RB,MIN,32.2,0.0,0.0,0.0,114.0,0.0,14.0,98.0,1.0,1.0,0.0
Tyler Johnson,WR,NYJ,31.7,0.0,0.0,0.0,0.0,0.0,12.0,197.0,1.0,0.0,0.0
Philip Rivers,QB,IND,31.66,544.0,4.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Kolar,TE,BAL,31.2,0.0,0.0,0.0,0.0,0.0,10.0,142.0,2.0,0.0,0.0
Mitchell Trubisky,QB,BUF,31.12,313.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0
Kendre Miller,RB,NO,30.8,0.0,0.0,0.0,193.0,1.0,5.0,30.0,0.0,0.0,0.0
Jerome Ford,RB,CLE,30.6,0.0,0.0,0.0,73.0,0.0,26.0,103.0,0.0,0.0,0.0
Hunter Luepke,RB,DAL,30.5,0.0,0.0,0.0,71.0,0.0,13.0,109.0,1.0,0.0,0.0
Adam Thielen,WR,PIT,30.1,0.0,0.0,0.0,0.0,0.0,19.0,186.0,0.0,0.0,1.0
Brock Wright,TE,DET,29.8,0.0,0.0,0.0,0.0,0.0,14.0,108.0,2.0,0.0,0.0
Elijah Arroyo,TE,SEA,29.4,0.0,0.0,0.0,0.0,0.0,15.0,179.0,1.0,1.0,0.0
Jaleel McLaughlin,RB,DEN,29.4,0.0,0.0,0.0,187.0,1.0,4.0,27.0,0.0,0.0,0.0
James Conner,RB,ARI,29.3,0.0,0.0,0.0,95.0,1.0,8.0,38.0,1.0,0.0,0.0
Jaylin Lane,WR,WAS,29.2,0.0,0.0,0.0,7.0,0.0,16.0,225.0,0.0,1.0,0.0
Riley Leonard,QB,IND,29.0,415.0,2.0,3.0,27.0,2.0,0.0,-3.0,0.0,2.0,0.0
Trey Benson,RB,ARI,28.9,0.0,0.0,0.0,160.0,0.0,13.0,64.0,0.0,0.0,0.0
Gunner Olszewski,WR,NYG,28.82,33.0,1.0,0.0,0.0,0.0,10.0,145.0,1.0,1.0,0.0
Brady Cook,QB,NYJ,28.46,739.0,2.0,7.0,49.0,0.0,0.0,0.0,0.0,1.0,1.0
Hunter Renfrow,WR,CAR,28.4,0.0,0.0,0.0,0.0,0.0,15.0,89.0,2.0,0.0,0.0
Noah Gray,TE,KC,28.3,0.0,0.0,0.0,0.0,0.0,21.0,178.0,0.0,0.0,0.0
Tutu Atwell,WR,LA,28.2,0.0,0.0,0.0,0.0,0.0,6.0,192.0,1.0,0.0,0.0
Lil'Jordan Humphrey,WR,DEN,28.1,0.0,0.0,0.0,0.0,0.0,13.0,156.0,1.0,0.0,0.0
Ameer Abdullah,RB,IND,27.9,0.0,0.0,0.0,60.0,1.0,16.0,99.0,0.0,1.0,0.0
Mitchell Tinsley,WR,CIN,27.6,0.0,0.0,0.0,0.0,0.0,8.0,116.0,2.0,0.0,0.0
Jordan Whittington,WR,LA,27.3,0.0,0.0,0.0,12.0,0.0,18.0,171.0,0.0,0.0,0.0
Kevin Austin Jr.,WR,NO,26.5,0.0,0.0,0.0,0.0,0.0,13.0,140.0,1.0,0.0,0.0
Hunter Long,TE,JAX,26.5,0.0,0.0,0.0,0.0,0.0,12.0,85.0,2.0,0.0,0.0
Jawhar Jordan,RB,HOU,26.2,0.0,0.0,0.0,193.0,0.0,7.0,34.0,0.0,0.0,0.0
Chris Brooks,RB,GB,26.2,0.0,0.0,0.0,106.0,0.0,13.0,91.0,0.0,0.0,0.0
Malachi Corley,WR,CLE,26.1,0.0,0.0,0.0,127.0,0.0,11.0,79.0,0.0,0.0,0.0
Tyler Badie,RB,DEN,25.9,0.0,0.0,0.0,23.0,0.0,19.0,141.0,0.0,0.0,0.0
Marquez Valdes-Scantling,WR,PIT,25.0,0.0,0.0,0.0,0.0,0.0,14.0,120.0,1.0,0.0,0.0
Gabe Davis,WR,BUF,24.9,0.0,0.0,0.0,0.0,0.0,12.0,129.0,1.0,0.0,0.0
Drew Sample,TE,CIN,24.4,0.0,0.0,0.0,3.0,0.0,15.0,106.0,1.0,0.0,0.0
Josh Johnson,QB,WAS,24.38,372.0,1.0,2.0,55.0,1.0,0.0,0.0,0.0,1.0,0.0
Zay Jones,WR,ARI,24.3,0.0,0.0,0.0,0.0,0.0,12.0,183.0,0.0,0.0,0.0
Jaret Patterson,RB,LAC,24.2,0.0,0.0,0.0,159.0,1.0,3.0,8.0,0.0,0.0,0.0
Mo Alie-Cox,TE,IND,24.2,0.0,0.0,0.0,0.0,0.0,13.0,117.0,1.0,0.0,0.0
Elijah Moore,WR,BUF,24.1,0.0,0.0,0.0,24.0,1.0,9.0,112.0,0.0,0.0,0.0
Luke Farrell,TE,SF,24.0,0.0,0.0,0.0,0.0,0.0,11.0,85.0,2.0,1.0,0.0
Treylon Burks,WR,WAS,24.0,0.0,0.0,0.0,0.0,0.0,10.0,130.0,1.0,0.0,0.0
Jalen McMillan,WR,TB,23.9,0.0,0.0,0.0,1.0,0.0,12.0,178.0,0.0,0.0,0.0
Jahdae Walker,WR,CHI,23.7,0.0,0.0,0.0,0.0,0.0,6.0,87.0,2.0,0.0,0.0
Julian Hill,TE,MIA,23.5,0.0,0.0,0.0,0.0,0.0,15.0,140.0,0.0,0.0,1.0
Raheem Mostert,RB,LV,23.4,0.0,0.0,0.0,104.0,0.0,12.0,70.0,0.0,0.0,0.0
Jimmy Horn Jr.,WR,CAR,23.2,0.0,0.0,0.0,69.0,0.0,11.0,108.0,0.0,0.0,0.0
Brycen Tremayne,WR,CAR,23.0,0.0,0.0,0.0,0.0,0.0,14.0,160.0,0.0,0.0,0.0
Theo Wease Jr.,WR,MIA,22.9,0.0,0.0,0.0,0.0,0.0,6.0,139.0,1.0,0.0,0.0
Ben Sinnott,TE,WAS,22.9,0.0,0.0,0.0,0.0,0.0,11.0,114.0,1.0,0.0,0.0
Miles Sanders,RB,DAL,22.7,0.0,0.0,0.0,117.0,1.0,8.0,30.0,0.0,1.0,0.0
Isaiah Hodgins,WR,NYG,22.5,0.0,0.0,0.0,0.0,0.0,10.0,115.0,1.0,0.0,0.0
Bo Melton,WR,GB,22.2,0.0,0.0,0.0,35.0,0.0,4.0,107.0,1.0,0.0,0.0
John Bates,TE,WAS,21.8,0.0,0.0,0.0,0.0,0.0,11.0,103.0,1.0,0.0,0.0
Savion Williams,WR,GB,20.5,0.0,0.0,0.0,37.0,0.0,10.0,78.0,1.0,1.0,0.0
Luke Schoonmaker,TE,DAL,20.2,0.0,0.0,0.0,0.0,0.0,14.0,132.0,0.0,0.0,0.0
Konata Mumpfield,WR,LA,20.2,0.0,0.0,0.0,0.0,0.0,10.0,92.0,1.0,0.0,0.0
Jaydon Blue,RB,DAL,19.9,0.0,0.0,0.0,129.0,1.0,1.0,5.0,0.0,0.0,0.0
LeQuint Allen Jr.,RB,JAX,19.8,0.0,0.0,0.0,94.0,0.0,10.0,54.0,0.0,0.0,0.0
Rasheen Ali,RB,BAL,19.7,0.0,0.0,0.0,24.0,0.0,9.0,68.0,1.0,0.0,0.0
Brevyn Spann-Ford,TE,DAL,19.5,0.0,0.0,0.0,0.0,0.0,9.0,90.0,1.0,0.0,0.0
John FitzPatrick,TE,GB,19.2,0.0,0.0,0.0,0.0,0.0,12.0,72.0,1.0,0.0,0.0
Dare Ogunbowale,RB,HOU,19.1,0.0,0.0,0.0,25.0,1.0,10.0,76.0,0.0,1.0,0.0
Raheim Sanders,RB,CLE,18.8,0.0,0.0,0.0,92.0,1.0,3.0,21.0,0.0,0.0,0.0
Dont'e Thornton Jr.,WR,LV,18.5,0.0,0.0,0.0,0.0,0.0,10.0,135.0,0.0,0.0,0.0
Grant Calcaterra,TE,PHI,18.1,0.0,0.0,0.0,0.0,0.0,9.0,76.0,1.0,0.0,0.0
Allen Lazard,WR,NYJ,18.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,1.0,0.0,0.0
Ian Thomas,TE,LV,17.9,0.0,0.0,0.0,0.0,0.0,13.0,114.0,0.0,0.0,0.0
Josh Reynolds,WR,NYJ,17.6,0.0,0.0,0.0,0.0,0.0,11.0,101.0,0.0,0.0,1.0
Curtis Samuel,WR,BUF,17.6,0.0,0.0,0.0,0.0,0.0,7.0,81.0,1.0,0.0,0.0
Ashton Dulin,WR,IND,17.5,0.0,0.0,0.0,44.0,0.0,5.0,106.0,0.0,0.0,0.0
Cody White,WR,SEA,16.5,0.0,0.0,0.0,0.0,0.0,3.0,90.0,1.0,0.0,0.0
Antonio Gibson,RB,NE,16.2,0.0,0.0,0.0,106.0,1.0,2.0,6.0,0.0,1.0,0.0
Jamari Thrash,WR,CLE,15.7,0.0,0.0,0.0,0.0,0.0,10.0,107.0,0.0,0.0,0.0
Kameron Johnson,WR,TB,15.7,0.0,0.0,0.0,13.0,0.0,4.0,64.0,1.0,0.0,0.0
Johnny Mundt,TE,JAX,15.6,0.0,0.0,0.0,0.0,0.0,9.0,111.0,0.0,0.0,0.0
Dante Pettis,WR,NO,15.2,0.0,0.0,0.0,0.0,0.0,9.0,127.0,0.0,1.0,0.0
Will Dissly,TE,LAC,15.2,0.0,0.0,0.0,0.0,0.0,11.0,97.0,0.0,0.0,0.0
Mason Rudolph,QB,PIT,15.0,310.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
Efton Chism III,WR,NE,15.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,1.0,0.0,0.0
Mason Tipton,WR,NO,14.9,0.0,0.0,0.0,18.0,0.0,11.0,76.0,0.0,0.0,0.0
Ben Skowronek,WR,PIT,14.9,0.0,0.0,0.0,0.0,0.0,4.0,69.0,1.0,0.0,0.0
Terrell Jennings,RB,NE,14.7,0.0,0.0,0.0,73.0,1.0,1.0,9.0,0.0,0.0,0.0
Quintin Morris,TE,JAX,14.5,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.0,0.0,0.0
Nick Westbrook-Ikhine,WR,MIA,14.4,0.0,0.0,0.0,0.0,0.0,11.0,89.0,0.0,0.0,0.0
Braelon Allen,RB,NYJ,14.3,0.0,0.0,0.0,76.0,1.0,2.0,17.0,0.0,1.0,0.0
Cade Stover,TE,HOU,13.9,0.0,0.0,0.0,3.0,0.0,12.0,76.0,0.0,0.0,0.0
Shedrick Jackson,WR,LV,13.9,0.0,0.0,0.0,3.0,0.0,4.0,56.0,1.0,0.0,0.0
Nate Adkins,TE,DEN,13.8,0.0,0.0,0.0,0.0,0.0,6.0,48.0,1.0,0.0,0.0
Tyler Conklin,TE,LAC,13.8,0.0,0.0,0.0,2.0,0.0,7.0,101.0,0.0,0.0,0.0
George Holani,RB,SEA,13.8,0.0,0.0,0.0,73.0,1.0,2.0,15.0,0.0,1.0,0.0
Tanner McKee,QB,PHI,13.76,274.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Cooper,WR,PHI,13.7,0.0,0.0,0.0,0.0,0.0,9.0,92.0,0.0,0.0,0.0
Tanner Conner,TE,MIA,13.6,0.0,0.0,0.0,0.0,0.0,9.0,91.0,0.0,0.0,0.0
Jack Stoll,TE,NO,13.6,0.0,0.0,0.0,0.0,0.0,6.0,46.0,1.0,0.0,0.0
KeAndre Lambert-Smith,WR,LAC,13.6,0.0,0.0,0.0,0.0,0.0,5.0,51.0,1.0,0.0,0.0
Trey Lance,QB,LAC,13.54,226.0,0.0,1.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0
Trayveon Williams,RB,CLE,13.1,0.0,0.0,0.0,36.0,0.0,8.0,55.0,0.0,0.0,0.0
Will Shipley,RB,PHI,13.0,0.0,0.0,0.0,49.0,0.0,9.0,56.0,0.0,1.0,0.0
Tylan Wallace,WR,BAL,12.5,0.0,0.0,0.0,0.0,0.0,4.0,45.0,1.0,0.0,0.0
Casey Washington,WR,ATL,12.4,0.0,0.0,0.0,0.0,0.0,6.0,94.0,0.0,0.0,0.0
Skyy Moore,WR,SF,12.3,0.0,0.0,0.0,11.0,0.0,5.0,87.0,0.0,0.0,0.0
Josh Whyle,TE,GB,12.1,0.0,0.0,0.0,0.0,0.0,5.0,36.0,1.0,0.0,0.0
Malik Heath,WR,GB,11.6,0.0,0.0,0.0,0.0,0.0,6.0,86.0,0.0,0.0,0.0
Chris Oladokun,QB,KC,11.2,235.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0
Michael Bandy,WR,DEN,11.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,1.0,1.0,0.0
David Martin-Robinson,TE,TEN,11.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,1.0,0.0,0.0
Noah Brown,WR,WAS,10.8,0.0,0.0,0.0,0.0,0.0,5.0,83.0,0.0,0.0,0.0
Andrew Ogletree,TE,IND,10.7,0.0,0.0,0.0,0.0,0.0,4.0,27.0,1.0,0.0,0.0
Scott Miller,WR,PIT,10.7,0.0,0.0,0.0,0.0,0.0,9.0,62.0,0.0,0.0,0.0
Austin Ekeler,RB,WAS,10.6,0.0,0.0,0.0,43.0,0.0,5.0,38.0,0.0,0.0,0.0
Ray-Ray McCloud,WR,NYG,10.4,0.0,0.0,0.0,0.0,0.0,7.0,69.0,0.0,0.0,0.0
Ryan Miller,WR,TB,10.4,0.0,0.0,0.0,0.0,0.0,2.0,34.0,1.0,0.0,0.0
Joe Milton III,QB,DAL,10.32,183.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0
Trevor Etienne,RB,CAR,10.2,0.0,0.0,0.0,94.0,0.0,3.0,13.0,0.0,1.0,0.0
Xavier Weaver,WR,ARI,10.2,0.0,0.0,0.0,0.0,0.0,7.0,67.0,0.0,0.0,0.0
Najee Harris,RB,LAC,10.1,0.0,0.0,0.0,61.0,0.0,3.0,25.0,0.0,0.0,0.0
Arian Smith,WR,NYJ,10.0,0.0,0.0,0.0,13.0,0.0,7.0,52.0,0.0,0.0,0.0
Phil Mafah,RB,DAL,9.9,0.0,0.0,0.0,18.0,1.0,2.0,11.0,0.0,0.0,0.0
Brittain Brown,RB,CHI,9.7,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0
DJ Giddens,RB,IND,9.6,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiah Deguara,TE,ARI,9.6,0.0,0.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0
Andy Dalton,QB,CAR,9.52,293.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,2.0,0.0
James Proche,WR,TEN,9.5,0.0,0.0,0.0,0.0,0.0,6.0,65.0,0.0,0.0,0.0
Foster Moreau,TE,NO,9.4,0.0,0.0,0.0,0.0,0.0,7.0,59.0,0.0,0.0,0.0
Ronnie Bell,WR,NO,9.3,0.0,0.0,0.0,0.0,0.0,2.0,23.0,1.0,0.0,0.0
Anthony Firkser,TE,DET,9.3,0.0,0.0,0.0,0.0,0.0,8.0,53.0,0.0,0.0,0.0
Gage Larvadain,WR,CLE,8.9,0.0,0.0,0.0,3.0,0.0,7.0,71.0,0.0,1.0,0.0
Charlie Woerner,TE,ATL,8.8,0.0,0.0,0.0,0.0,0.0,8.0,48.0,0.0,0.0,0.0
Stone Smartt,TE,NYJ,8.7,0.0,0.0,0.0,0.0,0.0,7.0,52.0,0.0,0.0,0.0
Kaleb Johnson,RB,PIT,8.3,0.0,0.0,0.0,69.0,0.0,1.0,9.0,0.0,0.0,0.0
Corey Kiner,RB,ARI,8.3,0.0,0.0,0.0,58.0,0.0,2.0,15.0,0.0,0.0,0.0
Hassan Haskins,RB,LAC,8.0,0.0,0.0,0.0,47.0,0.0,4.0,13.0,0.0,0.0,0.0
British Brooks,RB,HOU,7.8,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Chosen,WR,WAS,7.8,0.0,0.0,0.0,0.0,0.0,5.0,53.0,0.0,0.0,0.0
Kenny Pickett,QB,LV,7.72,188.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0
Dylan Drummond,WR,ATL,7.7,0.0,0.0,0.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0
AJ Dillon,RB,PHI,7.6,0.0,0.0,0.0,60.0,0.0,3.0,21.0,0.0,1.0,0.0
Zamir White,RB,LV,7.6,0.0,0.0,0.0,32.0,0.0,4.0,24.0,0.0,0.0,0.0
Kylen Granson,TE,PHI,7.5,0.0,0.0,0.0,0.0,0.0,7.0,40.0,0.0,0.0,0.0
Ty Chandler,RB,MIN,7.3,0.0,0.0,0.0,47.0,0.0,3.0,11.0,0.0,0.0,0.0
Cam Akers,RB,SEA,7.18,32.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,TE,SEA,7.1,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,0.0,1.0
Devin Culp,TE,TB,7.1,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0
Cedrick Wilson Jr.,WR,MIA,6.9,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,0.0,0.0
Brenden Bates,TE,CLE,6.8,0.0,0.0,0.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0
Braxton Berrios,WR,HOU,6.7,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,0.0,0.0
Dee Eskridge,WR,MIA,6.2,0.0,0.0,0.0,0.0,0.0,4.0,62.0,0.0,1.0,0.0
Khalil Herbert,RB,NYJ,6.1,0.0,0.0,0.0,52.0,0.0,1.0,4.0,0.0,0.0,0.0
Albert Okwuegbunam,TE,LV,6.1,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0,0.0,0.0
Austin Trammell,WR,JAX,6.1,0.0,0.0,0.0,0.0,0.0,3.0,46.0,0.0,0.0,0.0
Jalin Hyatt,WR,NYG,6.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0
Evan Hull,RB,NO,5.9,0.0,0.0,0.0,48.0,0.0,1.0,6.0,0.0,0.0,0.0
Tahj Brooks,RB,CIN,5.9,0.0,0.0,0.0,45.0,0.0,1.0,9.0,0.0,0.0,0.0
Mason Kinsey,WR,TEN,5.8,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0
Dareke Young,WR,SEA,5.8,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0
Xavier Restrepo,WR,TEN,5.6,0.0,0.0,0.0,0.0,0.0,3.0,41.0,0.0,0.0,0.0
Tom Kennedy,WR,DET,5.6,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0
Keleki Latu,TE,BUF,5.5,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0
Kene Nwangwu,RB,NYJ,4.9,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
Aidan O'Connell,QB,LV,4.78,102.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Deven Thompkins,WR,ATL,4.7,0.0,0.0,0.0,5.0,0.0,3.0,27.0,0.0,0.0,0.0
Jalen Brooks,WR,ARI,4.6,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,1.0,0.0
KhaDarel Hodge,WR,ATL,4.6,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0
Ronnie Rivers,RB,LA,4.6,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,TE,CHI,4.5,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0
Justin Watson,WR,HOU,4.5,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0
Ben Sims,TE,MIN,4.5,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0
James Mitchell,TE,CAR,4.3,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0
Max Brosmer,QB,MIN,4.22,328.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
Tyler Goodson,RB,IND,4.2,0.0,0.0,0.0,24.0,0.0,2.0,8.0,0.0,0.0,0.0
Tai Felton,WR,MIN,4.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0
Nate Carter,RB,ATL,4.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0
Julius Chestnut,RB,TEN,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Buechele,QB,KC,3.92,88.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Gilliam,RB,BUF,3.8,0.0,0.0,0.0,4.0,0.0,2.0,24.0,0.0,0.0,0.0
Nikko Remigio,WR,KC,3.7,0.0,0.0,0.0,11.0,0.0,1.0,21.0,0.0,0.0,0.0
Dameon Pierce,RB,KC,3.6,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Sherfield,WR,ARI,3.6,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0
Devin Duvernay,WR,CHI,3.6,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0
Jordan Watkins,WR,SF,3.6,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0
Beaux Collins,WR,NYG,3.5,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0
Shane Zylstra,TE,DET,3.5,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0
Quentin Skinner,WR,NYJ,3.5,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0
Tip Reiman,TE,ARI,3.3,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0
Tay Martin,WR,WAS,3.3,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0
Clyde Edwards-Helaire,RB,KC,3.2,0.0,0.0,0.0,13.0,0.0,2.0,9.0,0.0,0.0,0.0
Tahj Washington,WR,MIA,3.2,0.0,0.0,0.0,0.0,0.0,3.0,37.0,0.0,1.0,0.0
Velus Jones Jr.,WR,SEA,3.2,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Bobo,WR,SEA,3.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0
Britain Covey,WR,PHI,3.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0
Jacoby Jones,WR,WAS,3.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0
Jared Wayne,WR,HOU,3.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0
Jonathan Mingo,WR,DAL,3.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0
Tucker Fisk,TE,LAC,2.9,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0
Teddy Bridgewater,QB,TB,2.88,62.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Colson Yankoff,TE,WAS,2.8,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0
Zaire Mitchell-Paden,TE,NO,2.7,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0
Tyson Bagent,QB,CHI,2.58,47.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Krull,TE,DEN,2.5,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0
